bibliography.congress classifications,bibliography.languages,bibliography.subjects,bibliography.title,bibliography.type,metadata.downloads,metadata.id,metadata.rank,metadata.url,bibliography.author.birth,bibliography.author.death,bibliography.author.name,bibliography.publication.day,bibliography.publication.full,bibliography.publication.month,bibliography.publication.month name,bibliography.publication.year
PQ,en,"Life on other planets -- Fiction;Voyages, Imaginary -- Fiction;Interplanetary voyages -- Fiction;Short stories;Science fiction",Micromegas,Text,477,30123,849,https://www.gutenberg.org/ebooks/30123,1694,1778,Voltaire,28,09/28/09,9,September,2009
PQ,es,"Authors -- Fiction,Andalusia (Spain) -- Social life and customs -- Fiction,Donkeys -- Fiction",Platero y yo,Text,476,9980,850,https://www.gutenberg.org/ebooks/9980,1881,1958,"Jimenez, Juan Ramon",1,"February, 2006",2,February,2006
PL,en,"Ethics -- China;Philosophy, Chinese",The Analects of Confucius (from the Chinese Classics),Text,475,3330,851,https://www.gutenberg.org/ebooks/3330,-551,-479,Confucius,1,"July, 2002",7,July,2002
"PN,GR",en,"Folklore -- England,Fairy tales -- England",English Fairy Tales,Text,475,7439,852,https://www.gutenberg.org/ebooks/7439,0,0,Unknown,1,"February, 2005",2,February,2005
PS,en,"Paris (France) -- Fiction,Man-woman relationships -- Fiction,Americans -- France -- Fiction,Psychological fiction,Young men -- Fiction",The Ambassadors,Text,474,432,853,https://www.gutenberg.org/ebooks/432,1843,1916,"James, Henry",1,"February, 1996",2,February,1996
,en,,A Pail of Air,Text,473,51461,854,https://www.gutenberg.org/ebooks/51461,1910,1992,"Leiber, Fritz",15,03/15/16,3,March,2016
PL,en,"Autobiographical fiction;China -- History -- Qing dynasty, 1644-1912 -- Fiction;Domestic fiction;Cao, Xueqin, approximately 1717-1763 -- Fiction;Jia, Baoyu (Fictitious character) -- Fiction","Hung Lou Meng, or, the Dream of the Red Chamber, a Chinese Novel, Book I",Text,473,9603,855,https://www.gutenberg.org/ebooks/9603,1715,1763,"Cao, Xueqin",1,"January, 2006",1,January,2006
PR,en,"England -- Fiction,Detective and mystery stories",The Red House Mystery,Text,472,1872,856,https://www.gutenberg.org/ebooks/1872,1882,1956,"Milne, A. A. (Alan Alexander)",1,"August, 1999",8,August,1999
PR,en,"Psychological fiction,Triangles (Interpersonal relations) -- Fiction,Missing persons -- Fiction,England -- Fiction,Mystery fiction,Choral conductors -- Fiction,Cathedrals -- Fiction,Separation (Psychology) -- Fiction",The Mystery of Edwin Drood,Text,472,564,857,https://www.gutenberg.org/ebooks/564,1812,1870,"Dickens, Charles",25,12/25/10,12,December,2010
PQ,en,"Murder -- Fiction,Guilt -- Fiction,Adultery -- Fiction",Theresa Raquin,Text,471,6626,858,https://www.gutenberg.org/ebooks/6626,1840,1902,"Zola, Emile",22,04/22/06,4,April,2006
PR,en,"British -- Foreign countries -- Fiction,Impostors and imposture -- Fiction,Adventure stories",The Prisoner of Zenda,Text,471,95,859,https://www.gutenberg.org/ebooks/95,1863,1933,"Hope, Anthony",10,01/10/06,1,January,2006
BR,en,"Christianity -- Essence, genius, nature;Apologetics;Chesterton, G. K. (Gilbert Keith), 1874-1936",Orthodoxy,Text,470,16769,860,https://www.gutenberg.org/ebooks/16769,1874,1936,"Chesterton, G. K. (Gilbert Keith)",28,09/28/05,9,September,2005
"PZ,PT",en,"Family life -- Fiction,Survival -- Fiction,Islands -- Fiction",The Swiss Family Robinson; or Adventures in a Desert Island,Text,469,11703,861,https://www.gutenberg.org/ebooks/11703,1743,1818,"Wyss, Johann David",24,03/24/04,3,March,2004
PA,en,Latin language -- Grammar,New Latin Grammar,Text,469,15665,862,https://www.gutenberg.org/ebooks/15665,1858,1921,"Bennett, Charles E. (Charles Edwin)",20,04/20/05,4,April,2005
"PR,PZ",en,"Fantasy fiction;Satire;Voyages, Imaginary -- Early works to 1800;Travelers -- Fiction;Gulliver, Lemuel (Fictitious character) -- Fiction",Gulliver's Travels into Several Remote Regions of the World,Text,469,17157,863,https://www.gutenberg.org/ebooks/17157,1667,1745,"Swift, Jonathan",26,11/26/05,11,November,2005
B,en,"Hindu philosophy,India -- Religion","A History of Indian Philosophy, Volume 1",Text,468,12956,864,https://www.gutenberg.org/ebooks/12956,1885,1952,"Dasgupta, Surendranath",20,07/20/04,7,July,2004
"PZ,PS",en,"New England -- History -- 19th century -- Fiction,Family life -- New England -- Fiction,Boarding schools -- Fiction,Schools -- Fiction",Little Men,Text,468,2788,865,https://www.gutenberg.org/ebooks/2788,1832,1888,"Alcott, Louisa May",1,2001,1,January,2001
PR,en,"Psychological fiction,Epistolary fiction,England -- Fiction,Young women -- Crimes against -- Fiction,Conflict of generations -- Fiction,Rape victims -- Fiction,Kidnapping victims -- Fiction",Clarissa Harlowe; or the history of a young lady — Volume 1,Text,468,9296,866,https://www.gutenberg.org/ebooks/9296,1689,1761,"Richardson, Samuel",1,"November, 2005",11,November,2005
TX,en,"Vegetarianism,Food -- Analysis,Diet",The Chemistry of Food and Nutrition,Text,467,15237,867,https://www.gutenberg.org/ebooks/15237,0,0,"Duncan, A. W.",2,03/02/05,3,March,2005
PS,en,"Short stories, American;Fiction",Flappers and Philosophers,Text,467,4368,868,https://www.gutenberg.org/ebooks/4368,1896,1940,"Fitzgerald, F. Scott (Francis Scott)",1,"August, 2003",8,August,2003
,fr,,La chanson des vieux époux,Text,467,51313,869,https://www.gutenberg.org/ebooks/51313,1850,1923,"Loti, Pierre",27,02/27/16,2,February,2016
"B,PA",en,"Classical literature;Philosophy, Ancient;Socrates, 470 BC-399 BC;Piety -- Early works to 1800",Euthyphro,Text,466,1642,870,https://www.gutenberg.org/ebooks/1642,-428,-348,Plato,1,"February, 1999",2,February,1999
PA,en,"Epic poetry, Greek -- Translations into English;Hymns, Greek (Classical) -- Translations into English;Gods, Greek -- Poetry;Epic poetry, Greek;Hesiod -- Translations into English","Hesiod, the Homeric Hymns, and Homerica",Text,466,348,871,https://www.gutenberg.org/ebooks/348,0,0,Hesiod,5,07/05/08,7,July,2008
,en,,The Furious Rose,Text,466,51257,872,https://www.gutenberg.org/ebooks/51257,0,0,"Evans, Dean",21,02/21/16,2,February,2016
JC,en,"Great Britain -- Politics and government -- 1760-1820;France -- History -- Revolution, 1789-1799 -- Causes;Burke, Edmund, 1729-1797. Reflections on the revolution in France;Political science",The Writings of Thomas Paine — Volume 2 (1779-1792): The Rights of Man,Text,465,3742,873,https://www.gutenberg.org/ebooks/3742,1737,1809,"Paine, Thomas",1,"February, 2003",2,February,2003
,en,,Nursing as Caring: A Model for Transforming Practice,Text,465,42988,874,https://www.gutenberg.org/ebooks/42988,0,0,"Boykin, Anne",20,06/20/13,6,June,2013
PR,en,"Ship captains -- Fiction,Fugitives from justice -- Fiction,Psychological fiction,Sea stories",The Secret Sharer,Text,463,220,875,https://www.gutenberg.org/ebooks/220,1857,1924,"Conrad, Joseph",1,02/01/95,2,February,1995
K,en,Common law,The Common Law,Text,463,2449,876,https://www.gutenberg.org/ebooks/2449,1841,1935,"Holmes, Oliver Wendell",1,"December, 2000",12,December,2000
PS,en,"Western stories,Frontier and pioneer life -- West (U.S.) -- Fiction","The Luck of Roaring Camp and Other Tales: With Condensed Novels, Spanish and American Legends, and Earlier Papers",Text,463,6373,877,https://www.gutenberg.org/ebooks/6373,1836,1902,"Harte, Bret",1,"August, 2004",8,August,2004
HX,en,Socialism,The Soul of Man under Socialism,Text,462,1017,878,https://www.gutenberg.org/ebooks/1017,1854,1900,"Wilde, Oscar",26,09/26/14,9,September,2014
DC,en,"France -- History -- Revolution, 1789-1799;France -- History -- Louis XVI, 1774-1793",The French Revolution: A History,Text,462,1301,879,https://www.gutenberg.org/ebooks/1301,1795,1881,"Carlyle, Thomas",15,02/15/06,2,February,2006
PS,en,"Swedish Americans -- Fiction,Women pioneers -- Fiction,Women farmers -- Fiction,Domestic fiction,Women immigrants -- Fiction,Frontier and pioneer life -- Nebraska -- Fiction,Historical fiction,Nebraska -- Fiction,Brothers and sisters -- Fiction,Farm life -- Fiction",O Pioneers!,Text,461,24,880,https://www.gutenberg.org/ebooks/24,1873,1947,"Cather, Willa",1,01/01/92,1,January,1992
PR,en,"Arthurian romances,Lady of the Lake (Legendary character) -- Romances",The Lady of the Lake,Text,461,3011,881,https://www.gutenberg.org/ebooks/3011,1771,1832,"Scott, Walter",1,"January, 2002",1,January,2002
D,en,"World history,World history -- Juvenile literature",The Story of Mankind,Text,461,754,882,https://www.gutenberg.org/ebooks/754,1882,1944,"Van Loon, Hendrik Willem",1,"December, 1996",12,December,1996
PS,en,American poetry -- 20th century,A Boy's Will,Text,460,3021,883,https://www.gutenberg.org/ebooks/3021,1874,1963,"Frost, Robert",1,"January, 2002",1,January,2002
PQ,fr,Poetry,Les Fleurs du Mal,Text,460,6099,884,https://www.gutenberg.org/ebooks/6099,1821,1867,"Baudelaire, Charles",1,"July, 2004",7,July,2004
HQ,en,"Sex (Psychology),Sex","Studies in the Psychology of Sex, Volume 1: The Evolution of Modesty; The Phenomena of Sexual Periodicity; Auto-Erotism",Text,459,13610,885,https://www.gutenberg.org/ebooks/13610,1859,1939,"Ellis, Havelock",8,10/08/04,10,October,2004
U,en,"Military art and science -- Early works to 1800,War -- Early works to 1800",The Art of War,Text,458,17405,886,https://www.gutenberg.org/ebooks/17405,0,0,"Sunzi, active 6th century B.C.",28,12/28/05,12,December,2005
PS,en,"United States -- Social life and customs -- Fiction;Humorous stories, American",Sketches New and Old,Text,458,3189,887,https://www.gutenberg.org/ebooks/3189,1835,1910,"Twain, Mark",1,"April, 2002",4,April,2002
B,en,Philosophy,Hegel's Philosophy of Mind,Text,458,39064,888,https://www.gutenberg.org/ebooks/39064,1770,1831,"Hegel, Georg Wilhelm Friedrich",5,03/05/12,3,March,2012
PS,en,"Mysticism -- Poetry,Parables",The Madman: His Parables and Poems,Text,458,5616,889,https://www.gutenberg.org/ebooks/5616,1883,1931,"Gibran, Kahlil",1,"May, 2004",5,May,2004
ML,en,"Paganini, Nicolò, 1782-1840;Violinists -- Biography",Nicolo Paganini: His Life and Work,Text,457,39571,890,https://www.gutenberg.org/ebooks/39571,1840,1906,"Stratton, Stephen S. (Stephen Samuel)",29,04/29/12,4,April,2012
PQ,en,"Molière, 1622-1673 -- Translations into English;Hypochondria -- Drama;Comedies",The Imaginary Invalid,Text,457,9070,891,https://www.gutenberg.org/ebooks/9070,1622,1673,Moliere,2,09/02/03,9,September,2003
PZ,en,"World War, 1914-1918 -- Prince Edward Island -- Juvenile fiction;Country life -- Canada -- Juvenile fiction;Prince Edward Island -- Juvenile fiction",Rilla of Ingleside,Text,455,3796,892,https://www.gutenberg.org/ebooks/3796,1874,1942,"Montgomery, L. M. (Lucy Maud)",1,"February, 2003",2,February,2003
PZ,en,Rabbits -- Juvenile fiction,The Tale of Benjamin Bunny,Text,454,14407,893,https://www.gutenberg.org/ebooks/14407,1866,1943,"Potter, Beatrix",21,12/21/04,12,December,2004
NC,en,"Decoration and ornament,Drawing",Line and Form (1900),Text,454,25290,894,https://www.gutenberg.org/ebooks/25290,1845,1915,"Crane, Walter",2,05/02/08,5,May,2008
E151,en,"United States -- Social life and customs -- 1783-1865;Dickens, Charles, 1812-1870 -- Travel -- United States;United States -- Description and travel",American Notes,Text,454,675,895,https://www.gutenberg.org/ebooks/675,1812,1870,"Dickens, Charles",18,02/18/13,2,February,2013
"PA,JC",en,"Political science -- Early works to 1800;State, The -- Early works to 1800",Laws,Text,453,1750,896,https://www.gutenberg.org/ebooks/1750,-428,-348,Plato,1,"May, 1999",5,May,1999
,de,,Demian: Die Geschichte von Emil Sinclairs Jugend,Text,453,41907,897,https://www.gutenberg.org/ebooks/41907,1877,1962,"Hesse, Hermann",24,01/24/13,1,January,2013
PS,en,"Racially mixed people -- Fiction,African American men -- Fiction",The Autobiography of an Ex-Colored Man,Text,452,11012,898,https://www.gutenberg.org/ebooks/11012,1871,1938,"Johnson, James Weldon",9,02/09/04,2,February,2004
PS,en,"Fantasy poetry, American",The Complete Poetical Works of Edgar Allan Poe: Including Essays on Poetry,Text,451,10031,899,https://www.gutenberg.org/ebooks/10031,1809,1849,"Poe, Edgar Allan",10,11/10/03,11,November,2003
PR,en,"Humorous stories,Men -- England -- Fiction,Diary fiction,England -- Fiction,Suburban life -- Fiction,Middle class -- Fiction",The Diary of a Nobody,Text,451,1026,900,https://www.gutenberg.org/ebooks/1026,1852,1919,"Grossmith, Weedon",14,08/14/11,8,August,2011
F001,en,"Massachusetts -- History -- Colonial period, ca. 1600-1775",Bradford's History of 'Plimoth Plantation': From the Original Manuscript. With a Report of the Proceedings Incident to the Return of the Manuscript to Massachusetts,Text,451,24950,901,https://www.gutenberg.org/ebooks/24950,1590,1657,"Bradford, William",29,03/29/08,3,March,2008
PZ,en,"Nursery rhymes,Children's poetry",The Real Mother Goose,Text,450,10607,902,https://www.gutenberg.org/ebooks/10607,0,0,Unknown,5,01/05/04,1,January,2004
"PZ,PS",en,"Plantation life -- Fiction;Animals -- Fiction;African American men -- Fiction;Remus, Uncle (Fictitious character) -- Fiction;Georgia -- Social life and customs -- Fiction",Uncle Remus and Brer Rabbit,Text,450,22282,903,https://www.gutenberg.org/ebooks/22282,1848,1908,"Harris, Joel Chandler",9,08/09/07,8,August,2007
PK,en,Persian poetry -- Translations into English,The Rubaiyat of Omar Khayyam,Text,450,246,904,https://www.gutenberg.org/ebooks/246,1048,1122,Omar Khayyam,1,"April, 1995",4,April,1995
PL,en,Cebuano language -- Dictionaries -- English,A Dictionary of Cebuano Visayan,Text,450,40074,905,https://www.gutenberg.org/ebooks/40074,0,0,"Wolff, John U.",24,06/24/12,6,June,2012
,en,,Lords and Lovers: and Other Dramas,Text,450,51282,906,https://www.gutenberg.org/ebooks/51282,1869,1968,"Dargan, Olive Tilford",22,02/22/16,2,February,2016
,en,,"The Slang Dictionary: Etymological, Historical and Andecdotal",Text,449,42108,907,https://www.gutenberg.org/ebooks/42108,0,0,"Hotten, John Camden",16,02/16/13,2,February,2013
PR,en,"Detective and mystery stories, English;Horror tales, English",Tales of Terror and Mystery,Text,449,537,908,https://www.gutenberg.org/ebooks/537,1859,1930,"Doyle, Arthur Conan",1,"May, 1996",5,May,1996
PS,en,"Bildungsromans,Autobiographical fiction,Authors -- Fiction,San Francisco (Calif.) -- Fiction,Working class -- Fiction,Young men -- Fiction",Martin Eden,Text,448,1056,909,https://www.gutenberg.org/ebooks/1056,1876,1916,"London, Jack",25,11/25/04,11,November,2004
PR,en,"Magicians -- Drama;Tragedies;Germany -- Drama;Faust, -approximately 1540 -- Drama",The Tragical History of Doctor Faustus: From the Quarto of 1616,Text,448,811,910,https://www.gutenberg.org/ebooks/811,1564,1593,"Marlowe, Christopher",1,"February, 1997",2,February,1997
"PZ,PJ",en,"Fairy tales -- Arab countries,Fairy tales,Folklore -- Arab countries,Children's stories,Tales -- Arab countries,Arabs -- Folklore",The Arabian Nights Entertainments,Text,447,128,911,https://www.gutenberg.org/ebooks/128,1844,1912,"Lang, Andrew",9,06/09/08,6,June,2008
PR,en,"Fantasy fiction, English;Horror tales, English;Supernatural -- Fiction",Four Weird Tales,Text,445,16726,912,https://www.gutenberg.org/ebooks/16726,1869,1951,"Blackwood, Algernon",20,09/20/05,9,September,2005
BF,en,"Witchcraft -- Scotland;Fian, John, d. 1591;Magic;Demonology",Daemonologie.,Text,443,25929,913,https://www.gutenberg.org/ebooks/25929,1566,1625,"James I, King of England",29,06/29/08,6,June,2008
,en,,A Beginner's Psychology,Text,443,51442,914,https://www.gutenberg.org/ebooks/51442,0,0,"Titchener, Edward Bradford",14,03/14/16,3,March,2016
HT,en,"Fugitive slaves -- West Indies -- Biography;Slavery -- West Indies;Prince, Mary","The History of Mary Prince, a West Indian Slave",Text,442,17851,915,https://www.gutenberg.org/ebooks/17851,1788,1833,"Prince, Mary",24,02/24/06,2,February,2006
PR,en,"Fathers and daughters -- Fiction,Trials (Murder) -- Fiction,Political fiction,Domestic fiction,Poor families -- Fiction,Triangles (Interpersonal relations) -- Fiction,Manchester (England) -- Fiction,Working class women -- Fiction,Labor unions -- Fiction,Textile industry -- Fiction,Love stories",Mary Barton,Text,442,2153,916,https://www.gutenberg.org/ebooks/2153,1810,1865,"Gaskell, Elizabeth Cleghorn",1,01/01/48,1,January,1848
"PR,PZ",en,"Fairies -- Fiction;Kensington Gardens (London, England) -- Fiction;Kensington (London, England) -- Fiction;Adventure stories;Peter Pan (Fictitious character) -- Fiction","The Little White Bird; Or, Adventures in Kensington Gardens",Text,441,1376,917,https://www.gutenberg.org/ebooks/1376,1860,1937,"Barrie, J. M. (James Matthew)",1,"July, 1998",7,July,1998
,en,,Capture and Escape: A Narrative of Army and Prison Life,Text,441,51451,918,https://www.gutenberg.org/ebooks/51451,0,0,"Kellogg, John Azor",14,03/14/16,3,March,2016
B,en,"Philosophy, German;Ethics;Practical reason",The Critique of Practical Reason,Text,441,5683,919,https://www.gutenberg.org/ebooks/5683,1724,1804,"Kant, Immanuel",1,"May, 2004",5,May,2004
PR,en,English poetry,The Poetical Works of John Milton,Text,440,1745,920,https://www.gutenberg.org/ebooks/1745,1608,1674,"Milton, John",1,"May, 1999",5,May,1999
PS,en,African Americans -- Poetry,The Complete Poems of Paul Laurence Dunbar,Text,440,18338,921,https://www.gutenberg.org/ebooks/18338,1872,1906,"Dunbar, Paul Laurence",7,05/07/06,5,May,2006
PQ,en,French poetry -- Translations into English,The Flowers of Evil,Text,440,36098,922,https://www.gutenberg.org/ebooks/36098,1821,1867,"Baudelaire, Charles",13,05/13/11,5,May,2011
SK,en,Camping,Woodcraft and Camping,Text,439,34607,923,https://www.gutenberg.org/ebooks/34607,1821,1890,"Sears, George Washington",9,12/09/10,12,December,2010
PT,de,"Murderers -- Drama,Soldiers -- Mental health -- Drama,Germany -- Drama",Woyzeck,Text,439,5322,924,https://www.gutenberg.org/ebooks/5322,1813,1837,"Buchner, Georg",1,"March, 2004",3,March,2004
,en,,Hamewith,Text,438,51412,925,https://www.gutenberg.org/ebooks/51412,1843,1924,"Murray, Charles Theodore",9,03/09/16,3,March,2016
PT,de,"Unrequited love -- Fiction,Young men -- Germany -- Fiction,Germany -- Social life and customs -- Fiction",Die Leiden des jungen Werther — Band 1,Text,437,2407,926,https://www.gutenberg.org/ebooks/2407,1749,1832,"Goethe, Johann Wolfgang von",29,09/29/74,9,September,1774
,en,,"Narrative and Critical History of America, Vol. IV (of 8): French Explorations and Settlements in North America and Those of the Portuguese, Dutch, and Swedes 1500-1700",Text,437,51291,927,https://www.gutenberg.org/ebooks/51291,0,0,Various,23,02/23/16,2,February,2016
